Id,Rule Name,Product,Severity,Status,Confidence,Category,Is Pro Rule,Assistant Triage Result,Assistant Triage Reason,Assistant Component,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
469016939,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/plugins/wsc/dialogs/wsc.js#L79,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016939,2025-12-01 09:44:08.661204,2025-12-01 09:44:07.427608,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016933,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/plugins/wsc/dialogs/wsc.js#L88,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016933,2025-12-01 09:44:08.661187,2025-12-01 09:44:07.427598,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016924,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/plugins/wsc/dialogs/wsc.js#L89,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016924,2025-12-01 09:44:08.661171,2025-12-01 09:44:07.427589,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016918,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/plugins/wsc/dialogs/wsc.js#L89,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016918,2025-12-01 09:44:08.661154,2025-12-01 09:44:07.427580,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016907,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/plugins/wsc/dialogs/wsc.js#L89,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016907,2025-12-01 09:44:08.661137,2025-12-01 09:44:07.427571,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016898,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/samples/old/htmlwriter/assets/outputforflash/swfobject.js#L7,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016898,2025-12-01 09:44:08.661119,2025-12-01 09:44:07.427562,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016890,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/ckeditor/samples/old/htmlwriter/assets/outputforflash/swfobject.js#L8,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016890,2025-12-01 09:44:08.661103,2025-12-01 09:44:07.427554,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016879,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/datatables.net/js/jquery.dataTables.js#L2888,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016879,2025-12-01 09:44:08.661086,2025-12-01 09:44:07.427544,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016871,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/datatables.net/js/jquery.dataTables.js#L3104,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016871,2025-12-01 09:44:08.661069,2025-12-01 09:44:07.427534,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016865,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/datatables.net/js/jquery.dataTables.js#L4514,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016865,2025-12-01 09:44:08.661052,2025-12-01 09:44:07.427526,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016861,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/datatables.net/js/jquery.dataTables.js#L5363,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016861,2025-12-01 09:44:08.661035,2025-12-01 09:44:07.427517,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016852,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/datatables.net/js/jquery.dataTables.js#L5370,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016852,2025-12-01 09:44:08.661018,2025-12-01 09:44:07.427508,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016845,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery-slimscroll/examples/libs/prettify/prettify.js#L1333,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016845,2025-12-01 09:44:08.661002,2025-12-01 09:44:07.427500,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016839,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery-sparkline/src/vcanvas-vml.js#L123,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016839,2025-12-01 09:44:08.660985,2025-12-01 09:44:07.427493,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016835,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery-sparkline/src/vcanvas-vml.js#L135,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016835,2025-12-01 09:44:08.660967,2025-12-01 09:44:07.427484,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016831,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery-sparkline/src/vcanvas-vml.js#L160,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016831,2025-12-01 09:44:08.660951,2025-12-01 09:44:07.427476,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016820,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery/src/manipulation.js#L425,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016820,2025-12-01 09:44:08.660928,2025-12-01 09:44:07.427470,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016815,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/jquery/src/manipulation/buildFragment.js#L44,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016815,2025-12-01 09:44:08.660911,2025-12-01 09:44:07.427465,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016808,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/mocha/mocha.js#L2762,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016808,2025-12-01 09:44:08.660894,2025-12-01 09:44:07.427459,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016798,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/mocha/mocha.js#L5656,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016798,2025-12-01 09:44:08.660877,2025-12-01 09:44:07.427454,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016786,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/raphael/dev/raphael.vml.js#L332,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016786,2025-12-01 09:44:08.660859,2025-12-01 09:44:07.427449,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016773,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/raphael/dev/raphael.vml.js#L973,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016773,2025-12-01 09:44:08.660831,2025-12-01 09:44:07.427444,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016760,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/raphael/raphael.no-deps.js#L7254,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016760,2025-12-01 09:44:08.660809,2025-12-01 09:44:07.427438,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016751,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/raphael/raphael.no-deps.js#L7895,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016751,2025-12-01 09:44:08.660792,2025-12-01 09:44:07.427433,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016742,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/bower_components/select2/src/js/select2/results.js#L516,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016742,2025-12-01 09:44:08.660775,2025-12-01 09:44:07.427427,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016734,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-slider/bootstrap-slider.js#L473,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016734,2025-12-01 09:44:08.660759,2025-12-01 09:44:07.427422,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016732,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L1439,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016732,2025-12-01 09:44:08.660741,2025-12-01 09:44:07.427416,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016727,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L1455,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016727,2025-12-01 09:44:08.660725,2025-12-01 09:44:07.427410,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016720,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L4979,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016720,2025-12-01 09:44:08.660708,2025-12-01 09:44:07.427404,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016718,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L5397,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016718,2025-12-01 09:44:08.660691,2025-12-01 09:44:07.427399,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016713,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L5434,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016713,2025-12-01 09:44:08.660674,2025-12-01 09:44:07.427393,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
469016711,javascript.browser.security.insecure-document-method.insecure-document-method,Code,High,Open,Low,security,False,,,,aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce,https://github.com/aneeqa923/Secure-E-Commerce/blob/06960509fab4ac30dc9942f53d0cb4ccd40037c1/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js#L7121,https://semgrep.dev/orgs/aneeqakhan988_personal_org/findings/469016711,2025-12-01 09:44:08.660656,2025-12-01 09:44:07.427388,refs/heads/main,,,,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
